State_Name,StudyYear,MFCCToddler,MFCCPreschool,_75FCCInfant,_75FCCToddler,_75FCCPreschool
Texas,2016,106.42972440944881,104.99350393700789,131.80669291338583,123.8753937007874,122.31909448818898
Texas,2017,116.98129921259843,112.5716535433071,141.66003937007875,137.3464566929134,132.5541338582677
Texas,2018,118.75905511811024,112.44114173228346,147.5507874015748,141.09153543307087,134.17007874015746
Utah,2008,81.33000000000001,82.34137931034483,92.91344827586207,88.12896551724137,88.12896551724137
Utah,2009,86.05,86.05,105.85758620689654,93.24,93.24
Utah,2010,90.76931034482759,90.76931034482759,119.19689655172414,106.8648275862069,106.8648275862069
Utah,2011,95.49172413793104,95.49172413793104,132.53758620689655,120.48655172413794,120.48655172413794
Utah,2012,90.67068965517241,90.67068965517241,119.12034482758621,108.91586206896551,107.44241379310344
Utah,2013,85.85068965517242,85.85068965517242,105.70689655172414,97.34827586206896,94.39793103448275
Utah,2014,99.50344827586207,98.3096551724138,119.29931034482757,111.57827586206896,108.51137931034482
Utah,2015,113.15448275862069,110.77,132.8889655172414,125.8096551724138,122.62758620689655
Utah,2016,119.59068965517241,116.35275862068966,141.22413793103448,132.55655172413793,129.5396551724138
Utah,2017,126.03172413793104,121.9455172413793,149.5593103448276,139.29827586206898,136.45655172413794
Utah,2018,132.46793103448275,127.52827586206897,157.8993103448276,146.04,144.38758620689654
Vermont,2008,115.53571428571429,115.53571428571429,136.92357142857142,123.23071428571428,118.66785714285713
Vermont,2009,115.53571428571429,115.53571428571429,136.92357142857142,128.2242857142857,123.23071428571428
Vermont,2010,115.53571428571429,115.53571428571429,136.92357142857142,133.21785714285713,127.7957142857143
Vermont,2011,119.99,119.2,146.47,138.9757142857143,135.34642857142856
Vermont,2012,124.44357142857143,122.86142857142856,156.01714285714283,144.73357142857142,142.8957142857143
Vermont,2013,128.0614285714286,126.74142857142859,159.79857142857142,148.94357142857143,147.405
Vermont,2014,131.67857142857142,130.62214285714285,163.57785714285714,153.14857142857142,151.91428571428574
Vermont,2015,133.24428571428572,130.45,161.07642857142858,151.87142857142857,147.2692857142857
Vermont,2016,141.71214285714285,139.15357142857144,167.68,159.6542857142857,155.7564285714286
Vermont,2017,150.17857142857142,147.85714285714286,174.28571428571428,167.43785714285715,164.24142857142857
Vermont,2018,158.645,156.56071428571428,183.4742857142857,176.7642857142857,173.63714285714286
Virginia,2009,96.0223880597015,96.0223880597015,128.12514925373134,110.09089552238807,110.09089552238807
Virginia,2010,97.76865671641791,97.76865671641791,129.82089552238807,111.63432835820896,111.63432835820896
Virginia,2011,99.51492537313433,99.51492537313433,132.56716417910448,114.7723880597015,114.7723880597015
Virginia,2012,101.26119402985074,101.26119402985074,135.3134328358209,117.91044776119404,117.91044776119404
Virginia,2013,105.44231343283582,105.44231343283582,139.79880597014926,122.03925373134328,122.03925373134328
Virginia,2014,109.96037593984963,109.96037593984963,144.65383458646616,126.59203007518798,126.59203007518798
Virginia,2015,114.21052631578948,114.21052631578948,149.17293233082708,130.82706766917292,130.82706766917292
Virginia,2016,115.86541353383458,115.86541353383458,152.6696992481203,132.48097744360902,132.48097744360902
Virginia,2017,117.51804511278195,117.51804511278195,156.16488721804512,134.13556390977442,134.13556390977442
Virginia,2018,119.17293233082707,119.17293233082707,159.66165413533835,135.78947368421052,135.78947368421052
Washington,2008,144.46,136.15,193.71051282051283,168.19153846153847,158.5176923076923
Washington,2009,145.38,133.73,188.47358974358974,169.26153846153846,155.69641025641025
Washington,2010,146.31,131.31,183.23666666666668,170.33717948717947,152.87076923076924
Washington,2011,149.88,135.92,184.7123076923077,174.50410256410257,158.2476923076923
Washington,2012,153.46,140.54,186.18794871794873,178.66538461538462,163.62461538461537
Washington,2013,160.27,146.42,205.13,186.59358974358975,170.4728205128205
Washington,2014,167.08,152.31,224.07205128205126,194.51615384615386,177.31974358974358
Washington,2015,167.95769230769233,154.18897435897435,222.56435897435898,193.20410256410256,177.42589743589744
Washington,2016,168.84410256410257,156.07128205128205,221.05846153846156,191.89307692307693,177.52615384615385
Washington,2017,169.7279487179487,157.95025641025643,219.554358974359,190.58076923076922,177.62615384615384
Washington,2018,170.61282051282052,159.83435897435896,218.04769230769233,189.26410256410256,177.72794871794872
West Virginia,2008,67.3970909090909,67.3970909090909,88.62781818181817,88.62781818181817,88.62781818181817
West Virginia,2009,74.82872727272728,74.82872727272728,88.9829090909091,88.9829090909091,88.9829090909091
West Virginia,2010,82.2610909090909,82.2610909090909,89.33763636363636,89.33763636363636,89.33763636363636
West Virginia,2011,89.69218181818181,89.69218181818181,89.69218181818181,89.69218181818181,89.69218181818181
West Virginia,2012,89.54890909090908,89.54890909090908,97.14527272727273,89.54890909090908,89.54890909090908
West Virginia,2013,89.524,89.524,101.53090909090909,92.05345454545454,92.05345454545454
West Virginia,2014,89.49927272727273,89.49927272727273,105.91345454545454,94.55854545454545,94.55854545454545
West Virginia,2015,89.47399999999999,89.47399999999999,110.29872727272728,97.06272727272727,97.06272727272727
West Virginia,2016,92.17945454545455,92.17945454545455,110.4981818181818,101.15472727272727,101.15472727272727
West Virginia,2017,94.88563636363637,94.88563636363637,110.69836363636364,105.246,105.246
West Virginia,2018,97.59181818181818,97.59181818181818,110.89927272727273,109.33763636363636,109.33763636363636
Wisconsin,2008,122.04642857142858,122.40357142857142,145.52857142857144,133.67,133.67
Wisconsin,2009,127.67142857142858,127.82857142857142,149.01785714285714,137.2002857142857,137.2717142857143
Wisconsin,2010,124.8943661971831,124.96478873239437,146.94605633802817,136.91549295774647,136.91549295774647
Wisconsin,2011,127.92013888888889,127.92013888888889,151.6538888888889,140.76458333333332,140.76458333333332
Wisconsin,2012,131.87027777777777,131.87027777777777,153.97486111111112,143.05555555555554,143.05555555555554
Wisconsin,2013,133.17652777777778,133.21124999999998,155.0209722222222,143.3475,143.6877777777778
Wisconsin,2014,134.48263888888889,134.55208333333334,156.06708333333333,143.63944444444445,144.37555555555556
Wisconsin,2015,136.52638888888887,136.66527777777776,157.17847222222224,146.24402777777777,146.31347222222223
Wisconsin,2016,137.54625,137.61569444444444,158.7136111111111,147.89111111111112,148.03
Wisconsin,2017,138.56555555555553,138.56555555555553,160.2484722222222,149.53777777777776,149.7461111111111
Wisconsin,2018,140.76760563380282,142.24647887323943,168.7394366197183,158.09225352112676,159.43028169014084
Wyoming,2014,119.58652173913045,120.35000000000001,139.28826086956522,139.28826086956522,140.17652173913044
Wyoming,2015,119.45391304347827,119.45391304347827,139.13695652173914,139.13695652173914,139.13695652173914
Wyoming,2016,122.27217391304349,120.85695652173914,147.05,142.4291304347826,140.78
Wyoming,2017,125.09173913043479,122.2613043478261,154.96391304347827,145.7221739130435,142.42391304347825
Wyoming,2018,127.90826086956521,123.66347826086955,162.3886956521739,149.01434782608695,144.06695652173912
