State_Name,StudyYear,MFCCToddler,MFCCPreschool,_75FCCInfant,_75FCCToddler,_75FCCPreschool
Oregon,2014,112.1775,112.1775,132.25750000000002,130.78666666666666,130.78666666666666
Oregon,2015,115.11,115.11,137.4347222222222,131.4763888888889,131.4763888888889
Oregon,2016,118.04138888888889,118.04138888888889,142.61416666666665,132.1638888888889,132.1638888888889
Oregon,2017,121.80055555555555,121.80055555555555,145.28222222222223,137.1275,137.1275
Oregon,2018,125.55472222222222,125.55472222222222,147.95,142.08972222222224,142.08972222222224
Pennsylvania,2008,119.3223880597015,116.26940298507463,141.60373134328358,132.58955223880596,130.22985074626865
Pennsylvania,2009,122.9368656716418,120.75373134328358,147.49432835820897,136.7055223880597,134.00298507462688
Pennsylvania,2010,123.40298507462687,121.33731343283583,145.6097014925373,138.27014925373135,135.5955223880597
Pennsylvania,2011,124.20313432835822,122.18313432835822,146.86626865671641,138.7913432835821,136.0741791044776
Pennsylvania,2012,125.00223880597014,123.02761194029851,148.18358208955223,139.3097014925373,136.54925373134327
Pennsylvania,2013,126.99164179104478,124.49880597014925,152.8282089552239,142.05388059701494,138.9189552238806
Pennsylvania,2014,128.9802985074627,125.96865671641791,157.49641791044778,144.79492537313433,141.2858208955224
Pennsylvania,2015,130.92641791044775,128.31194029850747,158.3565671641791,147.02044776119405,144.5431343283582
Pennsylvania,2016,132.8723880597015,130.65492537313432,159.23940298507463,149.24477611940299,147.79865671641792
Pennsylvania,2017,134.80940298507463,132.2620895522388,161.6055223880597,150.80925373134326,148.50388059701493
Pennsylvania,2018,136.7462686567164,133.86865671641792,164.0402985074627,152.3723880597015,149.20746268656717
Rhode Island,2018,188.87199999999999,174.13,214.43200000000002,214.43200000000002,205.32200000000003
South Carolina,2014,87.06521739130434,83.69565217391305,105.05434782608695,105.05434782608695,93.70652173913044
South Carolina,2015,91.84782608695652,86.41304347826087,108.69565217391305,108.69565217391305,99.6086956521739
South Carolina,2016,96.6304347826087,89.1304347826087,112.33695652173913,112.33695652173913,105.51086956521739
South Carolina,2017,101.41304347826087,91.84782608695652,115.97826086956522,115.97826086956522,111.41304347826087
South Carolina,2018,106.19565217391305,94.56521739130434,119.6195652173913,119.6195652173913,117.31521739130434
South Dakota,2008,77.49945454545455,75.72909090909091,90.13272727272728,90.13272727272728,88.07109090909091
South Dakota,2009,77.07545454545453,74.58636363636364,89.64418181818182,89.64418181818182,86.7450909090909
South Dakota,2010,74.83818181818181,72.0259090909091,87.01848484848485,87.01848484848485,83.75
South Dakota,2011,74.14727272727272,71.33409090909092,86.21212121212122,86.21212121212122,82.93939393939394
South Dakota,2012,76.47848484848485,73.90272727272728,88.91666666666667,88.91666666666667,85.92757575757577
South Dakota,2013,78.80151515151515,76.47803030303031,91.62121212121212,91.62121212121212,88.91560606060607
South Dakota,2014,79.21060606060605,77.85348484848485,92.09848484848484,92.09848484848484,90.51848484848485
South Dakota,2015,79.6189393939394,79.23,92.57575757575758,92.57575757575758,92.12121212121212
South Dakota,2016,83.07772727272727,82.8040909090909,96.5909090909091,96.5909090909091,96.27272727272727
South Dakota,2017,86.53484848484848,86.37848484848486,100.60606060606061,100.60606060606061,100.42424242424242
South Dakota,2018,87.10621212121212,86.58666666666667,101.27272727272727,101.27272727272727,100.66666666666667
Tennessee,2008,79.42105263157895,79.42105263157895,95.44757894736843,87.93389473684209,87.93389473684209
Tennessee,2009,81.3157894736842,81.3157894736842,93.8577894736842,89.90789473684211,89.90789473684211
Tennessee,2010,81.3157894736842,81.3157894736842,97.75157894736842,89.90789473684211,89.90789473684211
Tennessee,2011,85.47368421052632,85.47368421052632,99.94505263157896,95.66652631578947,95.66652631578947
Tennessee,2012,85.6842105263158,85.6842105263158,104.11063157894738,97.42252631578947,97.42252631578947
Tennessee,2013,87.11052631578947,87.11052631578947,104.11063157894738,98.90326315789473,98.90326315789473
Tennessee,2014,89.83157894736843,89.83157894736843,104.11063157894738,101.1498947368421,101.1498947368421
Tennessee,2015,89.72105263157894,89.72105263157894,106.39473684210526,100.02631578947368,100.02631578947368
Tennessee,2016,94.57894736842105,94.57894736842105,110.6842105263158,106.10526315789474,106.10526315789474
Tennessee,2017,99.90263157894736,99.90263157894736,119.94736842105263,109.25,109.25
Tennessee,2018,104.14473684210526,104.14473684210526,121.3157894736842,115.52631578947368,115.52631578947368
Texas,2009,87.32224409448818,81.34228346456692,110.86885826771653,101.90015748031496,95.42145669291338
Texas,2010,90.9521653543307,85.54212598425197,114.61358267716535,106.50590551181102,100.64232283464567
Texas,2011,94.58681102362205,89.74539370078739,118.36133858267716,111.1155905511811,105.86633858267716
Texas,2012,98.21712598425198,93.94488188976378,122.10570866141731,115.72066929133858,111.08720472440946
Texas,2013,104.83779527559055,101.37303149606299,127.2255905511811,122.73503937007874,118.97795275590552
Texas,2014,98.15885826771654,96.65452755905511,122.33287401574803,115.45649606299213,113.82559055118111
Texas,2015,102.56692913385827,97.5722440944882,124.25039370078741,120.0753937007874,114.66141732283465
