street_number,street_name,city,zip_code,category,building_type,living_area,total_value,year_built,price_per_sft
25,MIAMI TE,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1976,676500,1959,342
19,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,912,548800,1914,601
23,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,912,456300,1925,500
27,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2192,786300,1875,358
31,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1679,607600,1925,361
35,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1890,560900,1925,296
39,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,2220,773800,1925,348
36,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2016,781600,1940,387
34,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1264,567300,1950,448
7,EARNSHAW ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1456,603100,1954,413
10,EARNSHAW ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1521,746100,1954,490
8,EARNSHAW ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1184,614100,1920,518
32,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1383,523500,1925,378
28,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1372,601700,1930,438
12,MIAMI AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1488,618700,1965,415
45,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1593,745700,1863,468
49,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1750,569400,1960,325
53,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1600,561300,1960,350
57,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1488,550400,1960,369
71,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1496,633000,1900,423
73,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1366,698400,1900,511
77,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1290,567300,1900,439
31,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2864,782700,1880,273
37,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1290,560300,1920,434
39,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1847,658600,1970,356
41,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1400,532400,1950,380
45,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1400,573500,1950,409
20,BIRCHLAND TE,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1600,655600,1970,409
18,BIRCHLAND TE,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1305,577900,1955,442
14,BIRCHLAND TE,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1075,597300,1955,555
10,BIRCHLAND TE,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1305,574300,1955,439
6,BIRCHLAND TE,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1075,531100,1955,493
51,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1794,522000,1930,290
53,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1137,378200,1950,332
57,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1137,491900,1950,432
59,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1808,627400,1860,347
49,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1160,549400,1920,473
53,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1018,533600,1910,523
59,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1084,560800,1890,516
64,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1437,595100,1900,414
58,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1480,695000,1996,469
56,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1479,513100,1920,346
78,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1570,657400,1900,418
85,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1998,673700,1956,337
89,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1305,523300,1956,400
91,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1283,594800,1900,463
67,GARDNER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1622,569000,1910,350
71,GARDNER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1643,614900,1911,374
75,GARDNER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1887,666700,1910,353
24,DUNWELL ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1506,590500,1910,392
22,DUNWELL ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1400,633600,1961,452
16,DUNWELL ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1998,620500,1910,310
47,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1532,485400,1900,316
28,SPRING ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1690,594400,1900,351
3,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1666,704400,1890,422
15,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1550,634300,1900,409
19,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1248,542900,1920,435
25,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1796,651600,1940,362
2,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1155,606100,1950,524
48,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2420,686700,1880,283
7,ALARIC TE,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1720,678900,1915,394
11,ALARIC TE,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1305,637000,1950,487
10,ALARIC TE,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,3264,1340500,2022,410
6,ALARIC TE,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,3152,1315000,2021,417
30,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1836,839700,1900,457
20,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1075,598300,1950,556
16,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1308,687800,1953,525
8,ALARIC ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2042,661100,1900,323
2161,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2124,776700,2008,365
2163,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2160,930000,2008,430
1,AUTUMN ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2399,972500,2008,405
3,AUTUMN ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2136,927500,2008,434
5,AUTUMN ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1534,625200,1965,407
9,AUTUMN ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1470,828000,1965,563
15,AUTUMN ST,West Roxbury,2132,Single Fam Dwelling,Rr - Raised Ranch,1627,554900,1966,340
38,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1350,602000,1920,445
34,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1350,554200,1920,410
32,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1260,515800,1927,409
18,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1266,624600,1900,493
14,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1836,814000,1900,443
4,SUMMER ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1312,573200,1950,436
85,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2081,694800,1930,333
90,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1267,477200,1954,376
86,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1411,517400,1956,366
16,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1295,552400,1929,426
14,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1200,693000,1925,577
77,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1554,678600,1930,436
81,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1767,581600,1913,329
52,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1971,771300,1920,391
46,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1269,493600,1900,388
44,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1507,499100,1900,331
40,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1381,714900,1900,517
38,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,2136,727000,1890,340
34,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,998,550200,1950,551
24,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1050,487400,1950,464
20,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1254,543700,1945,433
60,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1561,544300,1971,348
63,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1346,566100,1950,420
67,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1288,520600,1920,404
11,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1377,536600,1960,389
15,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1094,606200,1910,553
19,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,856,468800,1925,547
23,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1545,657600,1973,425
25,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1121,576500,1905,514
29,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1348,549500,1905,407
33,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1155,513200,1961,444
35,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1232,515400,1920,418
39,JOHNSON ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1290,500400,1870,387
58,BIRCHLAND AV,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1628,748300,1960,459
48,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1656,544800,1936,328
44,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1580,644700,1935,408
40,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1028,558300,1945,543
36,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1632,587200,1935,359
40,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1595,790400,1920,495
36,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1818,739500,1920,406
30,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2150,913300,1951,424
26,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2560,803300,1951,313
22,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2578,1138300,2019,441
18,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2708,1222100,2015,451
14,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1360,526900,1951,387
10,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1158,575300,1951,496
6,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2498,1212700,2016,485
2,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1576,555200,1950,352
44,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1350,576600,1955,426
37,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,928,450700,1940,485
41,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,968,576600,1945,595
45,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1825,577000,1937,316
49,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1017,652300,1945,641
16,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1377,554200,1950,402
12,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1134,527800,1950,465
8,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1134,511100,1950,450
4,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1808,606300,1950,335
2,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1337,568500,1950,425
50,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1748,605100,1930,346
3,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1200,594900,1935,495
7,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1176,563400,1950,479
11,JACQUELINE RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1176,563800,1950,479
85,CASS ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,904,517000,1950,571
95,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,3957,974000,1974,246
97,CASS ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1316,503600,1956,382
99,CASS ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1368,600500,1956,438
103,CASS ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1428,603500,1965,422
2211,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1372,611500,1960,445
2215,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1305,492100,1960,376
2227,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2702,1050300,2013,388
2231,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,890,423400,1940,475
11,ACACIA RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1080,740800,1935,685
15,ACACIA RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1615,531000,1938,328
19,ACACIA RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1545,513700,1930,332
23,ACACIA RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1020,573000,1950,561
2235,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1056,487000,1915,461
2251,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2080,767400,1920,368
2253,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,864,424600,1932,491
9,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1456,546400,1920,375
19,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1350,577600,1925,427
49,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1552,680500,1930,438
18,ACACIA RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1414,682200,1930,482
6,ACACIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1464,533500,1956,364
2265,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,950,418100,1936,440
2269,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,950,419400,1936,441
3,ALTACREST RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1220,538300,1955,441
7,ALTACREST RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1636,584300,1955,356
11,ALTACREST RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1536,584400,1959,380
31,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1041,506100,1960,485
35,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1264,513500,1960,405
12,BRONX RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2177,633700,1920,291
15,MACULLAR RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1150,508200,1960,441
19,MACULLAR RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,864,468400,1920,542
23,MACULLAR RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,869,565200,1960,650
19,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1246,450900,1954,361
23,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,768,462700,1950,602
27,ANSONIA RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2850,1042800,2010,365
10,ALTACREST RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1312,629200,1959,479
6,ALTACREST RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1444,584500,1955,404
2,ALTACREST RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1360,578400,1955,425
2285,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1582,719800,1920,454
2289,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,912,528200,1940,579
2295,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1326,500700,1953,377
2303,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1724,676700,1915,392
5,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1075,623400,1960,579
11,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1241,744800,1930,599
60,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,810,477300,1925,589
54,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1479,582500,1933,393
38,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1396,727300,1920,520
34,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1190,529000,1937,444
26,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1052,487200,1925,463
22,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,864,459100,1925,531
20,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1435,534800,1950,372
16,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1365,563300,1925,412
14,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1274,704300,1960,552
12,BAKER ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1300,572000,1960,440
2331,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1248,420900,1935,337
2335,CENTRE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1296,558300,1920,430
1,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1300,501200,1965,385
3,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1352,504300,1920,373
7,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1428,551800,1950,386
9,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1409,534400,1935,379
11,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1025,481500,1960,469
15,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1298,536900,1925,413
17,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,979,486100,1905,496
21,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1402,514100,1950,366
25,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1775,616200,1920,347
29,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,988,440800,1920,446
33,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1552,517800,1925,333
35,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1232,584200,1920,474
37,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1276,488000,1920,382
10,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1190,449100,1925,377
6,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1271,530400,1945,417
19,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1576,583000,1922,369
25,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,733,424500,1945,579
39,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1400,534400,1940,381
47,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1464,590100,1935,403
51,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1344,561000,1935,417
55,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1232,525800,1935,426
59,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,854,499300,1927,584
73,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1264,655500,1940,518
61,NORTHDALE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1152,535300,1945,464
110,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1682,725700,1928,431
98,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1800,606500,1927,336
80,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1840,661900,1925,359
76,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1400,566500,1935,404
72,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,948,439700,1929,463
68,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,955,490300,1925,513
56,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,936,404100,1925,431
52,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2216,763000,1925,344
44,JOYCE KILMER RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1513,752300,1925,497
36,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1768,532600,1940,301
3,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,2435,840200,1925,344
9,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,2244,987500,2011,439
29,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,709,455300,1945,642
39,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1056,601500,1940,569
51,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1164,547000,1945,469
55,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1152,561400,1965,487
59,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1152,548900,1965,476
65,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1152,489400,1965,424
39,NORTHDALE RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1256,520000,1912,414
80,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Sl - Split Level,1678,575700,1960,342
76,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1104,547100,1950,495
72,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1408,559500,1950,397
66,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1353,556200,1950,410
56,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1230,548500,1927,445
40,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,944,477400,1929,505
24,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1248,712000,1948,570
20,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1966,777900,2003,395
18,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1248,620000,1940,496
6,KEYSTONE ST,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1248,504500,1920,404
18,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1440,513400,1935,356
1,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1383,568500,1929,411
5,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,950,497800,1928,524
7,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1900,772400,1928,406
9,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,950,420200,1920,442
23,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1502,619200,1962,412
35,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1400,637900,1935,455
39,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1300,555500,1934,427
45,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1248,520900,1954,417
55,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1136,450300,1925,396
61,GLENELLEN RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1183,463800,1955,391
19,NORTHDALE RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,1330,559400,1920,420
70,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Rn - Ranch,1056,451200,1952,427
62,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1238,455500,1930,367
50,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1708,604800,1946,354
20,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1797,571700,1950,318
10,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1123,480700,1925,427
8,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,912,505200,1925,553
4,PARAGON RD,West Roxbury,2132,Single Fam Dwelling,Bw - Bungalow,912,598500,1925,656
8,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1488,563900,1920,378
6,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cv - Conventional,1079,559000,1915,518
4,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cl - Colonial,1642,569900,1860,346
2,GLENHAVEN RD,West Roxbury,2132,Single Fam Dwelling,Cp - Cape,1219,517500,1941,424
